,business_category,label_int
156,childcare,156
157,childcloth,157
158,chimneycleaningrepair,158
159,chiropractors,159
160,chocolate,160
161,churches,161
162,civilengineers,162
163,civilrightslawyers,163
164,clothing,164
165,coffee,165
166,coindealers,166
167,collectiblesstores,167
168,collectionagencies,168
169,collegeuniv,169
170,comedyclubs,170
171,comicbooks,171
172,coming_soon,172
173,commercialrealestate,173
174,commercialrefrigeratorsupplier,174
175,community_care,175
176,computeronlineservice,176
177,computersecurityservice,177
178,computerstore,178
179,computersystemdesignerconsultant,179
180,computertrainingschool,180
181,condominiumstownhouses,181
182,constructioncompany,182
183,constructionlawattorney,183
184,constructionmanagement,184
185,constructionservices,185
186,consultantsgeneralservices,186
187,consultingengineers,187
188,contractors,188
189,convenience,189
190,cookieshop,190
191,cookingschools,191
192,copyshops,192
193,cosmeticdentists,193
194,cosmetics,194
195,cosmeticsperfumeshops,195
196,cosmeticsurgeons,196
197,couriers,197
198,cprclasses,198
199,craft_business,199
200,creditdebtcounseling,200
201,cricketclub,201
202,criminaldefense,202
203,cryptocurrency,203
204,culturalcenter,204
205,currencyexchangeservices,205
206,custommotorcycles,206
207,customsbroker,207
208,cutlerystore,208
209,dairies,209
210,dance_schools,210
211,dancegroupsorganizations,211
212,dancestudio,212
213,datarecoveryservice,213
214,datingservice,214
215,decalsupplier,215
216,delis,216
217,demolitionservices,217
218,dentallaboratories,218
219,dentists,219
220,deptstores,220
221,dessertshop,221
222,directmailadvertising,222
223,discountstore,223
224,distributionservices,224
225,diving,225
226,divorce,226
227,diyfood,227
228,dj,228
229,do_it_yourself,229
230,documentmanagement,230
231,dog_parks,231
232,dogdaycarecenter,232
233,dogtrainer,233
234,dogwalkers,234
235,drinks_and_beverages,235
236,driving_schools,236
237,drone_photography,237
238,drugstores,238
239,drugtestingservice,239
240,drycleaninglaundry,240
241,drywallcontractor,241
242,ecommerceservice,242
243,editorialservices,243
244,education,244
245,educationalconsultant,245
246,educationalsupplystore,246
247,educationservices,247
248,elderlawattorney,248
249,electricalengineer,249
250,electricalsupplystore,250
251,electriccompanies,251
252,electricians,252
253,electricity,253
254,electronics,254
255,electronicsservicerepairstores,255
256,embroidery,256
257,employmentagencies,257
258,employmentplacementservices,258
259,energymanagementconservationconsultants,259
260,engineeringconsultant,260
261,engineeringservices,261
262,entertainer,262
263,entertainmentagency,263
264,environmentalconservationecologicalorganizations,264
265,environmentalconsultants,265
266,environmentalecologicalproductsservice,266
267,environmentalhealthservice,267
268,equestrian,268
269,equipmentmaintenancerepair,269
270,escortservice,270
271,estateliquidator,271
272,estateplanning,272
273,ethnicmarkets,273
274,event_photography,274
275,event_production,275
276,eventservices,276
277,excavatingcontractor,277
278,executivesearchconsultants,278
279,exerciseequipmentstore,279
280,exporters,280
281,eyelashservice,281
282,fabricstores,282
283,face_masks,283
284,family_and_parenting_blog,284
285,family_center,285
286,familycounselor,286
287,familyentertainmentcenters,287
288,fanclub,288
289,farmequipmentsupplies,289
290,farmersmarket,290
291,farming,291
292,farmingservices,292
293,fashion,293
294,fashion_blog,294
295,fashiondesigner,295
296,fauxpaintingservices,296
297,fencebuilders,297
298,festivals,298
299,filmfestivalsorganizations,299
300,financialconsultant,300
301,financialinvestmentplanning,301
302,financialservices,302
303,firearmsacademy,303
304,fireprotection,304
305,fireprotectionequipmentsupplier,305
306,firewaterdamagerestoration,306
307,fishing,307
308,fishing_guide,308
309,fishmeatmarkets,309
310,fitness,310
311,fitness_blog,311
312,flooring,312
313,flooringcarpetstores,313
314,florists,314
315,flowers,315
316,food,316
317,food_and_drink,317
318,food_blog,318
319,fooddeliveryservices,319
320,foodservice,320
321,foodstands,321
322,foodtrucks,322
323,football,323
324,framing,324
325,freightagentsbrokers,325
326,freightforwardingservice,326
327,fruitvegetablestands,327
328,fundraiser,328
329,fundraising,329
330,funeralservices,330
331,furniture,331
332,furnituremanufacturers,332
333,galleries,333
334,gambling,334
335,garage_door_services,335
336,garagedoorsopeners,336
337,gardeners,337
338,gardening,338
339,gelato,339
340,genealogists,340
341,generalpracticeattorney,341
342,giftbasketstore,342
343,giftshops,343
344,glassmirrorshop,344
345,golddealer,345
346,golf,346
347,golfequipment,347
348,golfinstruction,348
349,gourmet,349
350,gourmetgrocerystore,350
351,granitesupplier,351
352,graphicdesign,352
353,grocery,353
354,grocerydeliveryservice,354
355,groomer,355
356,groundtransportation,356
357,grouphome,357
358,guesthouses,358
359,gunclub,359
360,guttersdownspoutsrepair,360
361,gyms,361
362,hair,362
363,hair_extensions,363
364,hairremoval,364
365,hairreplacementservice,365
366,hairsupplystores,366
367,halfwayhouse,367
368,handbagstores,368
369,handyman,369
370,hardware,370
371,hats,371
372,health,372
373,health_coach,373
374,healthclinics,374
375,healthclub,375
376,healthconsultant,376
377,healthfood,377
378,healthinsurance,378
379,healthmarkets,379
380,healthtrainers,380
381,high_schools_only,381
382,hiking,382
383,historicalsociety,383
384,hobbyshops,384
385,hockey,385
386,holisticmedicine,386
387,home_inspectors,387
388,home_organization,388
389,homeandgarden,389
390,homeappliancerepairservices,390
391,homebuilders,391
392,homecleaning,392
393,homedecor,393
394,homehealthcare,394
395,homeimprovementstores,395
396,homeowners_association,396
397,homeremodelingrepair,397
398,homesecurity,398
399,homeservices,399
400,homestaging,400
401,hometheatreinstallation,401
402,hookah_bars,402
403,horse,403
404,horse_boarding,404
405,horseracing,405
406,hospitals,406
407,hostels,407
408,hotdogs,408
409,hotels,409
410,hottubandpool,410
411,housewares,411
412,humanresourceservices,412
413,huntingfishingstores,413
414,immigrationlawyers,414
415,importers,415
416,indpak,416
417,industrialcleaningservice,417
418,industrialequipment,418
419,industrialwastedisposalrecycling,419
420,informationservices,420
421,informationtechnologycompanies,421
422,inspectionservices,422
423,insulationservice,423
424,insurance,424
425,interiordesign,425
426,internationalbusinesstradeservices,426
427,internationaltradeconsultant,427
428,internetmarketingservice,428
429,internetservices,429
430,investmentbank,430
431,isps,431
432,italian,432
433,itconsultant,433
434,itservices,434
435,janitorialservices,435
436,jeweler,436
437,jewelry,437
438,jewelrydesigner,438
439,juicebars,439
440,junkremovalandhauling,440
441,kitchenandbath,441
442,kitchencabinetstores,442
443,kitchenremodeling,443
444,kitchenwarestores,444
445,landmarks,445
446,landscapearchitects,446
447,landscaping,447
448,language_schools,448
449,lasercuttingservice,449
450,laundromat,450
451,lawnservices,451
452,lawyers,452
453,leather,453
454,legalservices,454
455,libraries,455
456,lifecoach,456
457,lifestyle_blog,457
458,lighting,458
459,lightingstores,459
460,limos,460
461,lingerie,461
462,livemusic,462
463,livestockdealers,463
464,loanlendingcompanies,464
465,localservices,465
466,locksmiths,466
467,logistics,467
468,machineshop,468
469,machiningmanufacturer,469
470,mags,470
471,makeupartists,471
472,manufacturedmobilehomes,472
473,manufacturer,473
474,manufacturersagentsrepresentatives,474
475,marinepartsaccessoriesstores,475
476,marketing,476
477,marketingagency,477
478,marketingconsultants,478
479,marketresearcher,479
480,marriagecounselingservices,480
481,martialarts,481
482,masonry_concrete,482
483,massage,483
484,massage_therapy,484
485,massmedia,485
486,mattresses,486
487,mechanicalengineers,487
488,medcenters,488
489,medicalbillingservices,489
490,medicalgroup,490
491,medicalresearchdevelopment,491
492,medicalsciences,492
493,medicalspa,493
494,medicalsupplies,494
495,meditationinstructor,495
496,meetup,496
497,meetups,497
498,menscloth,498
499,metalmaterialsexperts,499
500,metals,500
501,mexican,501
502,mobile_app,502
503,mobile_game,503
504,mobilephonerepair,504
505,mobilephonerepairstores,505
506,mobilephones,506
507,model,507
508,modelingagencies,508
509,moneytransferservices,509
510,mortgagebrokers,510
511,mortgagecompanies,511
512,motionpicturefilmservices,512
513,motionpictureproducersstudios,513
514,motivational_blog,514
515,motivationalspeaker,515
516,motorcyclepartsaccessoriesstores,516
517,motorcyclerepair,517
518,motorcyclesscooters,518
519,movers,519
520,movietheatersonly,520
521,movingstorageservices,521
522,museums,522
523,music,523
524,musical,524
525,musicalinstrumentstores,525
526,musicfestivalsorganizations,526
527,musicians,527
528,musicproductionservices,528
529,musicschools,529
530,musicvenues,530
531,musicvideo,531
532,newspapers,532
533,nightclubs,533
534,nonprofit,534
535,notaries,535
536,noveltiesstore,536
537,nursingagency,537
538,nutritionists,538
539,occupationalhealthservice,539
540,occupationaltherapy,540
541,officecleaning,541
542,officefurniture,542
543,officiants,543
544,oilgas,544
545,oilgasexplorationanddevelopment,545
546,oilgasfieldequipmentservices,546
547,online_education,547
548,online_store,548
549,opticians,549
550,optometrists,550
551,othersalons,551
552,outdooradvertising,552
553,outdoorfurnituredcorstores,553
554,outdoorgear,554
555,outdoors,555
556,outlet_stores,556
557,packagingservice,557
558,packagingsupplystore,558
559,painters,559
560,paintstore,560
561,parking,561
562,partyequipmentrentals,562
563,partysupplies,563
564,passportvisaservices,564
565,patentattorney,565
566,pavingcontractor,566
567,permanentmakeup,567
568,personal,568
569,personal_art,569
570,personal_blog,570
571,personal_charity,571
572,personal_community,572
573,personal_event,573
574,personal_family,574
575,personal_gaming,575
576,personal_health,576
577,personal_hobby,577
578,personal_holidays,578
579,personal_home,579
580,personal_injury,580
581,personal_lifestyle,581
582,personal_music,582
583,personal_politics,583
584,personal_portfolio,584
585,personal_profile,585
586,personal_religion,586
587,personal_resume,587
588,personal_shopping,588
589,personal_sports,589
590,personal_travel,590
591,personal_wedding,591
592,personalassistants,592
593,personalchefs,593
594,pest_control,594
595,pet_sitting,595
596,petbreeders,596
597,pets,597
598,petservices,598
599,petstore,599
600,pharmaceuticalcompany,600
601,pharmacy,601
602,photography,602
603,photographyservices,603
604,physicalfitnessprogram,604
605,physicaltherapy,605
606,physicians,606
607,piano_lessons,607
608,pilates,608
609,pizza,609
610,placesofworship,610
611,plasticfabricationcompany,611
612,plumbing,612
613,podcast,613
614,policesheriffs,614
615,poolcleaners,615
616,portraitphotographers,616
617,potterystore,617
618,poultryfarming,618
619,preschoolkindergarten,619
620,pressurewashingservice,620
621,printmedia,621
622,printshop,622
623,privateinvestigation,623
624,privateschools,624
625,privatetutors,625
626,processservers,626
627,producewholesaler,627
628,professional,628
629,professional_blog,629
630,promotionalproductsservices,630
631,proofreadingservice,631
632,propertymgmt,632
633,psychiatrists,633
634,psychic_astrology,634
635,psychologists,635
636,publicityservices,636
637,publicsafetyagencies,637
638,publicservicesgovt,638
639,publishersprinters,639
640,publishing,640
641,pubs,641
642,quiltshop,642
643,racingracetracks,643
644,radiostations,644
645,radiotelevisioncommercials,645
646,ranching,646
647,real_estate_listing,647
648,realestate,648
649,realestateagents,649
650,realestateappraiser,650
651,realestateconsultants,651
652,realestatedeveloper,652
653,realestatelawyers,653
654,realestaterentalagency,654
655,realestatesvcs,655
656,recordcompanies,656
657,recordingstudio,657
658,recyclingcenter,658
659,reikitherapist,659
660,religiousorgs,660
661,rentalservices,661
662,rentalservicestoresyards,662
663,researchfoundation,663
664,resorts,664
665,restaurants,665
666,resumeservice,666
667,retail,667
668,retreatcenter,668
669,ride_sharing,669
670,roadconstructioncompany,670
671,robotics,671
672,role_playing_games,672
673,roofingsidingrepair,673
674,rugstore,674
675,rvparks,675
676,rvrental,676
677,rvstrailers,677
678,safetyequipmentsupplier,678
679,sailingschool,679
680,schools,680
681,screen_printing_tshirt_printing,681
682,seafood,682
683,secretarialservices,683
684,securityguards,684
685,securitysystems,685
686,selfstorage,686
687,seniorcitizenservices,687
688,sessionphotography,688
689,sewingalterations,689
690,sharedofficespaces,690
691,shippingcompany,691
692,shoes,692
693,shopping,693
694,shoppingcenters,694
695,show,695
696,sightseeingtours,696
697,signage,697
698,singer,698
699,skateboardshop,699
700,skincare,700
701,slime,701
702,social_clubs,702
703,social_media_influencer,703
704,social_media_marketing,704
705,socialserviceorganizations,705
706,socialworker,706
707,software_engineer,707
708,softwarecompany,708
709,solarinstallation,709
710,soundproduction,710
711,spa,711
712,spas,712
713,specialed,713
714,specialtyschools,714
715,speech_therapists,715
716,sportgoods,716
717,sports_clubs,717
718,sportsequipmentrentalservice,718
719,sportsmassagetherapist,719
720,sportsrecreationaltraining,720
721,sportsteams,721
722,sportswear,722
723,stationary_shop,723
724,stationery,724
725,stockbondbrokers,725
726,storagewarehouses,726
727,structuralengineers,727
728,summer_camps,728
729,sunglassesstores,729
730,surfing,730
731,surveyors,731
732,sweetshops,732
733,swimmingpoolcontractor,733
734,swimmingpools,734
735,swimwear,735
736,talentagencies,736
737,tanning,737
738,tattoospiercings,738
739,tax_consultant,739
740,taxis,740
741,taxservices,741
742,teamsports,742
743,telecommunicationsconsultants,743
744,telecommunicationsequipmentsupplier,744
745,telephoneansweringservice,745
746,televisionstations,746
747,testinglab,747
748,testprep,748
749,theater,749
750,theatersperformancevenues,750
751,thrift_stores,751
752,ticketsales,752
753,tilecontractor,753
754,tires,754
755,titlecompany,755
756,tooldieshop,756
757,touristattraction,757
758,touristinformation,758
759,towing,759
760,toygamestores,760
761,trade_fair,761
762,trains,762
763,translatinginterpretingservices,763
764,translationservices,764
765,transportationservice,765
766,travel_blog,766
767,travelagencies,767
768,travelservices,768
769,treeservices,769
770,truckaccessoriesstore,770
771,trucking,771
772,truckrepairservice,772
773,truckrepairshop,773
774,tshirtstore,774
775,tutoring,775
776,twitch_streamer,776
777,uniforms,777
778,utilities,778
779,vacation_rentals,779
780,vendingmachines,780
781,venues,781
782,vet,782
783,veterans,783
784,videoandgames,784
785,videoeditingservice,785
786,videofilmproductions,786
787,videographers,787
788,videoproductionservices,788
789,vintage,789
790,vitaminsupplementstores,790
791,vocation,791
792,volunteerorganization,792
793,wastemanagementservices,793
794,watches,794
795,watertreatmentequipmentservices,795
796,web_design,796
797,webhostingcompany,797
798,weddingbakery,798
799,weddingconsultants,799
800,weddingphotographers,800
801,weddingservice,801
802,weddingvenue,802
803,weightlosscenters,803
804,weldinggassupplier,804
805,wellnessprogram,805
806,wholesale_stores,806
807,wholesalebakery,807
808,wigs,808
809,windowrepairinstallation,809
810,windowsupplier,810
811,windowwashing,811
812,wine_bars,812
813,wineries,813
814,womenscloth,814
815,woodfinishingservice,815
816,woodfloorinstallationservice,816
817,woodworker,817
818,woodworkingsupplystore,818
819,workshop,819
820,writers,820
821,yarnknittingstores,821
822,yoga,822
823,youthorganizations,823
824,youtube,824
